latitude,longitude,chainage_km,elevation_m,slope_deg,aspect_deg,twi,lithology,daily_rainfall_mm,api_11,soil_moisture,pore_pressure_kpa,factor_of_safety,risk_level
25.84229,91.82018,51.81,859.7,40.77,173.5,7.26,Weathered Regolith / Phyllite,118.6,235.4,0.723,24.0,0.653,3
25.71406,91.85897,58.25,1032.1,40.84,189.2,8.41,Colluvial Debris,4.3,72.2,0.379,9.04,0.998,2
25.73786,91.90404,53.34,852.8,44.09,50.0,6.21,Weathered Regolith / Phyllite,9.8,207.3,0.586,22.51,0.646,3
25.85155,91.94665,62.27,1190.0,40.04,329.3,6.92,Shillong Quartzite,5.2,118.0,0.431,13.3,0.896,3
25.8254,91.93012,46.85,559.5,34.87,334.3,5.76,Shillong Quartzite,18.1,125.5,0.413,13.64,1.029,3
25.87929,91.82307,41.75,509.9,46.61,246.0,9.03,Weathered Regolith / Phyllite,44.6,100.9,0.395,12.33,0.79,3
25.82756,91.93681,49.0,746.3,36.99,6.3,8.08,Weathered Regolith / Phyllite,84.1,169.0,0.57,19.19,0.804,3
25.80344,91.92182,54.23,866.3,39.34,193.3,8.32,Weathered Regolith / Phyllite,66.3,146.3,0.496,16.87,0.811,3
25.67529,91.92145,45.04,531.2,46.16,226.5,7.91,Colluvial Debris,22.0,135.4,0.472,15.54,0.707,3
25.74928,91.87954,50.64,732.1,46.6,358.1,6.32,Granite Gneiss,17.5,95.9,0.337,10.72,0.835,3
25.7216,91.87174,52.0,763.6,47.56,358.6,7.72,Colluvial Debris,43.3,97.6,0.374,11.46,0.798,3
25.71588,91.85938,41.72,392.4,44.93,308.7,6.32,Weathered Regolith / Phyllite,3.0,51.5,0.36,6.0,0.997,2
25.91271,91.82854,57.5,954.8,45.4,23.0,7.29,Weathered Regolith / Phyllite,165.0,297.3,0.812,24.0,0.646,3
25.75614,91.84967,66.53,1222.7,37.7,343.2,8.0,Weathered Regolith / Phyllite,7.8,101.4,0.389,11.98,0.994,2
25.89085,91.85206,44.55,544.8,32.13,220.6,8.18,Colluvial Debris,9.2,155.7,0.532,17.81,0.995,3
25.82041,91.88293,57.93,1022.2,27.54,288.3,6.9,Weathered Regolith / Phyllite,166.1,279.4,0.81,24.0,0.971,3
25.8646,91.91717,59.94,1149.2,45.33,146.6,5.65,Weathered Regolith / Phyllite,65.0,123.0,0.445,13.33,0.784,3
25.78571,91.8816,52.58,879.8,42.49,115.1,8.43,Colluvial Debris,24.2,109.1,0.364,12.96,0.85,3
25.80576,91.82752,61.03,1106.8,33.22,166.8,8.57,Shillong Quartzite,29.3,94.6,0.41,11.48,1.151,2
25.78298,91.94451,52.32,821.4,41.45,52.9,6.15,Shillong Quartzite,42.0,78.2,0.429,8.77,0.991,2
25.70272,91.94255,55.14,974.0,32.85,128.5,6.73,Weathered Regolith / Phyllite,164.8,258.5,0.822,24.0,0.78,3
25.84506,91.92207,40.22,389.8,48.16,308.7,8.55,Shillong Quartzite,49.2,122.8,0.422,14.47,0.704,3
25.72581,91.94887,60.75,1133.1,47.81,13.7,8.16,Colluvial Debris,15.2,132.6,0.488,15.35,0.685,3
25.65657,91.89078,59.84,1070.2,47.23,54.3,9.48,Shillong Quartzite,5.4,99.0,0.499,12.31,0.78,3
25.82428,91.94516,41.15,441.9,45.2,45.0,6.83,Weathered Regolith / Phyllite,12.1,97.7,0.395,11.11,0.849,3
25.69782,91.82983,51.05,790.0,26.86,145.1,8.22,Weathered Regolith / Phyllite,7.9,103.5,0.418,12.28,1.407,1
25.90392,91.86754,69.37,1414.0,49.36,358.9,6.62,Weathered Regolith / Phyllite,7.3,108.8,0.36,12.21,0.75,3
25.90756,91.8493,52.62,884.4,34.82,62.4,8.24,Shillong Quartzite,9.3,95.4,0.431,11.43,1.097,2
25.89701,91.84546,55.06,892.5,42.77,52.4,6.31,Weathered Regolith / Phyllite,5.6,69.2,0.343,7.87,0.987,2
25.74994,91.8383,67.3,1360.0,45.47,329.4,6.28,Shillong Quartzite,30.8,92.2,0.347,10.31,0.866,3
25.65417,91.90091,61.52,1224.5,45.87,317.5,5.93,Shillong Quartzite,24.3,71.6,0.365,7.98,0.924,3
25.90065,91.92157,57.46,1023.6,31.26,11.6,8.56,Granite Gneiss,29.3,194.0,0.646,22.03,0.893,3
25.76561,91.89518,63.93,1205.8,47.42,270.6,7.47,Weathered Regolith / Phyllite,11.8,128.6,0.435,14.65,0.711,3
25.911,91.83911,65.93,1321.5,39.47,236.0,8.06,Granite Gneiss,41.1,143.8,0.43,16.5,0.819,3
25.91018,91.92545,53.71,977.0,41.64,276.4,8.73,Shillong Quartzite,3.9,151.5,0.519,17.59,0.738,3
25.88031,91.90267,54.25,900.4,36.95,178.0,8.47,Weathered Regolith / Phyllite,23.7,112.6,0.455,13.35,0.975,3
25.7295,91.87046,51.58,837.1,46.97,356.9,7.4,Colluvial Debris,9.0,57.6,0.317,7.08,0.931,3
25.75398,91.90764,69.0,1415.2,50.09,15.8,9.09,Weathered Regolith / Phyllite,21.0,130.4,0.513,15.5,0.656,3
25.87981,91.85379,60.91,1143.0,39.49,84.4,7.65,Shillong Quartzite,10.9,143.9,0.428,16.35,0.822,3
25.73557,91.86487,42.5,484.3,40.01,142.8,6.39,Weathered Regolith / Phyllite,43.8,89.7,0.337,10.09,0.988,2
25.69576,91.93927,65.89,1265.4,46.96,161.9,9.36,Shillong Quartzite,62.1,133.7,0.483,15.96,0.682,3
25.80034,91.85777,54.42,919.5,32.42,331.7,6.01,Shillong Quartzite,38.0,90.7,0.317,10.04,1.225,2
25.90276,91.8811,42.06,423.3,46.76,201.6,7.63,Weathered Regolith / Phyllite,5.4,58.5,0.278,7.27,0.929,3
25.83793,91.93572,56.49,964.7,48.71,16.2,6.9,Shillong Quartzite,9.0,123.0,0.429,13.82,0.714,3
25.80392,91.912,52.51,914.5,39.38,146.8,7.77,Shillong Quartzite,70.5,149.2,0.549,16.96,0.808,3
25.67624,91.82809,66.33,1318.8,50.54,149.9,7.52,Granite Gneiss,16.1,69.9,0.386,8.44,0.841,3
25.81605,91.83915,46.12,577.3,47.97,347.6,6.68,Weathered Regolith / Phyllite,79.3,140.3,0.518,15.58,0.676,3
25.91731,91.82102,64.79,1277.4,39.55,215.7,7.9,Weathered Regolith / Phyllite,14.0,112.8,0.503,13.15,0.912,3
25.68782,91.90202,56.73,963.4,32.55,228.8,8.67,Shillong Quartzite,84.9,166.1,0.601,19.11,0.94,3
25.78995,91.8782,41.64,461.7,32.84,256.8,7.32,Weathered Regolith / Phyllite,72.8,172.3,0.591,19.23,0.926,3
25.88689,91.83746,69.16,1373.4,46.5,277.2,7.2,Shillong Quartzite,30.3,108.1,0.448,12.36,0.791,3
25.85001,91.94453,55.38,969.4,48.84,228.6,6.75,Weathered Regolith / Phyllite,0.2,35.2,0.234,4.44,0.977,3
25.83819,91.88886,48.73,710.4,39.06,85.4,8.62,Weathered Regolith / Phyllite,14.3,95.4,0.334,11.58,0.969,3
25.83967,91.85145,54.08,852.8,39.15,314.7,8.34,Granite Gneiss,67.8,144.1,0.468,16.64,0.822,3
25.74706,91.88508,65.74,1315.1,43.75,263.6,8.62,Granite Gneiss,60.6,126.4,0.492,14.88,0.771,3
25.72927,91.90835,49.15,797.6,48.57,267.1,6.38,Shillong Quartzite,5.8,147.9,0.493,16.26,0.651,3
25.86853,91.82991,45.78,570.5,42.88,358.8,6.04,Colluvial Debris,14.3,73.7,0.367,8.25,0.974,3
25.86873,91.85571,43.87,565.8,53.17,288.9,5.96,Granite Gneiss,50.5,105.6,0.339,11.6,0.718,3
25.88411,91.92491,48.94,729.5,46.62,298.5,6.4,Shillong Quartzite,84.8,172.3,0.58,18.87,0.647,3
25.89657,91.87976,63.4,1235.2,30.02,342.5,8.2,Colluvial Debris,52.6,168.2,0.516,19.15,1.031,3
25.78806,91.89106,54.15,931.2,43.16,54.4,9.17,Shillong Quartzite,49.1,104.6,0.381,12.78,0.842,3
25.78541,91.87627,46.82,627.8,46.81,179.2,7.11,Shillong Quartzite,66.6,127.1,0.526,14.35,0.73,3
25.86554,91.82571,44.99,580.6,40.44,209.0,9.17,Weathered Regolith / Phyllite,3.5,76.3,0.434,9.77,0.987,2
25.82549,91.84155,49.98,753.3,40.28,118.5,5.86,Colluvial Debris,4.4,66.0,0.282,7.36,1.059,2
25.83953,91.87792,68.2,1352.7,26.65,302.2,9.5,Weathered Regolith / Phyllite,2.4,60.1,0.303,8.19,1.561,1
25.86486,91.84719,50.29,778.5,38.21,274.5,6.79,Weathered Regolith / Phyllite,76.7,194.7,0.603,21.4,0.709,3
25.8903,91.8265,69.64,1423.0,36.91,259.5,9.03,Weathered Regolith / Phyllite,18.1,136.8,0.51,16.15,0.895,3
25.74126,91.92967,54.56,982.7,39.68,359.0,6.03,Weathered Regolith / Phyllite,1.9,71.8,0.319,8.04,1.055,2
25.75141,91.94756,45.37,567.8,39.93,93.4,9.11,Weathered Regolith / Phyllite,10.9,85.2,0.335,10.7,0.973,3
25.67538,91.92311,66.73,1282.9,45.2,264.8,6.63,Granite Gneiss,12.1,106.6,0.426,11.98,0.824,3
25.80614,91.93099,53.81,928.2,27.9,198.5,7.64,Shillong Quartzite,46.4,170.0,0.557,19.12,1.121,3
25.6597,91.85146,61.29,1115.4,52.32,112.7,7.28,Weathered Regolith / Phyllite,37.2,87.5,0.407,10.21,0.768,3
25.77571,91.94488,69.51,1384.4,46.3,57.8,7.2,Granite Gneiss,134.1,209.5,0.614,23.14,0.646,3
25.79651,91.8456,41.51,468.2,50.68,322.5,7.79,Shillong Quartzite,0.6,67.0,0.319,8.24,0.845,3
25.72737,91.94369,42.9,554.8,36.75,214.4,9.44,Shillong Quartzite,67.6,151.8,0.545,17.9,0.848,3
25.80952,91.94933,61.61,1186.0,46.83,297.0,7.77,Weathered Regolith / Phyllite,6.8,174.4,0.561,19.64,0.647,3
25.65824,91.91252,48.45,673.0,44.12,196.3,8.16,Colluvial Debris,161.2,273.1,0.714,24.0,0.646,3
25.66008,91.94755,45.53,598.7,38.75,79.2,6.28,Weathered Regolith / Phyllite,1.8,43.9,0.342,5.18,1.161,2
25.8721,91.89404,41.18,429.8,36.03,121.5,8.21,Weathered Regolith / Phyllite,145.2,257.0,0.742,24.0,0.689,3
25.74725,91.85374,40.66,489.4,35.29,137.4,7.79,Weathered Regolith / Phyllite,66.5,185.4,0.585,20.81,0.803,3
25.68431,91.87681,63.23,1195.7,42.57,350.3,8.72,Granite Gneiss,23.4,153.3,0.618,17.77,0.714,3
25.79101,91.89716,44.03,545.1,36.98,2.0,7.55,Shillong Quartzite,27.8,123.1,0.535,14.1,0.953,3
25.8579,91.8295,54.03,897.9,53.17,354.8,7.73,Weathered Regolith / Phyllite,1.4,101.2,0.441,11.85,0.711,3
25.70827,91.9009,58.18,989.8,43.5,353.0,6.79,Weathered Regolith / Phyllite,9.6,90.4,0.335,10.32,0.904,3
25.81818,91.94755,52.85,842.1,25.42,358.6,7.6,Shillong Quartzite,53.4,174.6,0.619,19.59,1.226,2
25.67304,91.84471,40.81,421.4,38.39,171.6,7.46,Shillong Quartzite,3.0,189.8,0.527,21.15,0.712,3
25.66395,91.92304,63.51,1277.8,39.35,347.0,7.21,Weathered Regolith / Phyllite,6.8,121.1,0.452,13.75,0.9,3
25.79347,91.93803,40.32,418.8,38.52,142.4,7.07,Granite Gneiss,15.5,110.4,0.404,12.55,0.956,3
25.79597,91.94268,62.86,1184.9,40.46,9.5,5.95,Colluvial Debris,51.7,170.4,0.527,18.49,0.739,3
25.82211,91.94482,66.8,1332.2,31.72,80.8,8.94,Weathered Regolith / Phyllite,8.2,106.1,0.423,12.85,1.164,2
25.84604,91.88779,52.99,851.8,44.63,340.3,5.92,Shillong Quartzite,164.0,211.4,0.67,22.82,0.646,3
25.91348,91.94705,56.07,960.8,42.72,5.0,8.72,Weathered Regolith / Phyllite,12.3,115.8,0.466,13.79,0.822,3
25.7894,91.91845,54.31,937.9,36.01,196.6,6.6,Granite Gneiss,13.7,227.9,0.678,24.0,0.689,3
25.7372,91.84102,51.68,847.8,44.26,27.2,5.94,Weathered Regolith / Phyllite,3.6,87.3,0.364,9.65,0.907,3
25.8647,91.882,66.62,1292.2,39.19,103.1,7.93,Weathered Regolith / Phyllite,31.9,92.4,0.418,10.99,0.983,2
25.72312,91.91338,66.82,1381.3,43.97,31.7,7.61,Granite Gneiss,7.8,84.1,0.4,9.98,0.904,3
25.76852,91.85215,50.07,782.7,30.37,309.4,8.08,Granite Gneiss,27.8,101.1,0.408,11.98,1.247,2
25.67118,91.90328,58.45,1043.7,51.86,212.8,7.51,Weathered Regolith / Phyllite,135.1,197.5,0.58,21.99,0.665,3
25.65684,91.90666,67.81,1314.3,31.8,324.8,7.43,Weathered Regolith / Phyllite,13.7,132.1,0.403,15.01,1.094,3
25.90992,91.84115,68.86,1418.7,36.1,247.8,8.29,Weathered Regolith / Phyllite,143.3,194.3,0.634,21.96,0.747,3
25.87571,91.89346,55.27,920.2,32.12,349.6,8.04,Shillong Quartzite,37.6,172.4,0.598,19.53,0.941,3
25.83791,91.92031,53.58,897.7,35.17,183.6,7.46,Granite Gneiss,72.2,147.3,0.496,16.63,0.931,3
25.76042,91.88486,48.36,718.5,41.79,229.9,8.54,Shillong Quartzite,26.2,104.1,0.424,12.47,0.879,3
25.69679,91.82157,68.77,1459.6,24.59,207.5,8.93,Shillong Quartzite,27.7,106.5,0.467,12.89,1.52,1
25.69224,91.82118,44.28,507.5,47.32,174.3,7.2,Granite Gneiss,2.7,130.6,0.548,14.76,0.71,3
25.71757,91.86641,57.39,1094.4,43.52,304.5,8.55,Shillong Quartzite,126.5,232.5,0.676,24.0,0.646,3
25.79829,91.94041,48.48,732.5,33.52,232.0,9.19,Shillong Quartzite,8.5,150.7,0.508,17.69,0.951,3
25.84294,91.84973,48.37,721.5,31.93,288.5,8.13,Shillong Quartzite,17.6,115.8,0.453,13.55,1.134,3
25.82825,91.90247,52.15,901.9,43.04,283.1,6.76,Colluvial Debris,42.0,169.6,0.504,18.72,0.677,3
25.72558,91.84887,69.96,1461.4,44.69,68.8,8.77,Weathered Regolith / Phyllite,4.8,76.2,0.262,9.6,0.9,3
25.90781,91.86182,41.65,499.1,36.59,234.1,6.88,Weathered Regolith / Phyllite,3.7,87.1,0.318,10.0,1.083,2
25.84923,91.93025,57.36,1014.3,36.38,71.9,6.09,Weathered Regolith / Phyllite,84.6,153.9,0.508,16.79,0.891,3
25.79968,91.91475,42.48,520.3,27.52,210.0,7.74,Granite Gneiss,85.2,115.5,0.405,13.36,1.335,1
25.81516,91.8324,44.64,608.7,49.38,243.9,7.99,Weathered Regolith / Phyllite,38.6,169.4,0.52,19.2,0.653,3
25.76329,91.87573,53.19,903.9,40.46,359.0,8.96,Weathered Regolith / Phyllite,134.3,205.8,0.635,23.45,0.654,3
25.71689,91.82379,55.31,875.5,42.96,11.0,7.99,Colluvial Debris,14.4,79.8,0.355,9.68,0.933,3
25.74611,91.88252,47.76,655.2,30.35,32.8,9.49,Colluvial Debris,8.3,147.9,0.475,17.51,1.07,3
25.85462,91.90612,49.49,779.2,34.8,27.7,6.46,Colluvial Debris,162.6,225.2,0.611,24.0,0.722,3
25.65389,91.83541,42.61,511.2,28.04,143.4,6.51,Weathered Regolith / Phyllite,161.4,231.2,0.705,24.0,0.95,3
25.68134,91.85756,49.1,716.4,44.15,295.8,7.86,Colluvial Debris,93.5,188.1,0.636,21.13,0.646,3
25.66242,91.87172,69.0,1435.2,46.17,303.9,9.03,Weathered Regolith / Phyllite,104.7,178.9,0.549,20.61,0.646,3
25.661,91.93954,68.34,1347.8,40.44,265.3,7.73,Weathered Regolith / Phyllite,24.8,156.7,0.509,17.74,0.761,3
25.88097,91.94912,50.05,783.1,43.87,322.9,5.85,Weathered Regolith / Phyllite,33.7,130.4,0.499,14.19,0.788,3
25.83999,91.82584,57.13,1014.3,42.21,116.2,6.81,Shillong Quartzite,110.2,200.6,0.663,22.04,0.649,3
25.77803,91.91893,67.29,1358.5,45.85,31.7,6.77,Weathered Regolith / Phyllite,14.6,71.8,0.32,8.34,0.915,3
25.67642,91.86832,40.19,399.3,45.82,20.9,7.09,Shillong Quartzite,32.5,112.6,0.423,12.79,0.79,3
25.78274,91.87102,64.32,1260.5,29.7,306.8,6.3,Granite Gneiss,10.1,113.6,0.489,12.6,1.256,1
25.77784,91.91805,68.45,1384.8,35.99,263.0,9.03,Weathered Regolith / Phyllite,16.0,80.2,0.391,10.13,1.098,2
25.69676,91.9394,42.74,482.9,42.58,251.5,7.69,Weathered Regolith / Phyllite,149.2,226.6,0.633,24.0,0.648,3
25.76714,91.94362,44.84,641.1,37.72,122.3,8.26,Weathered Regolith / Phyllite,83.8,180.0,0.507,20.43,0.749,3
25.7576,91.89503,68.82,1345.3,35.15,136.8,6.27,Colluvial Debris,35.5,155.9,0.512,17.07,0.919,3
25.81628,91.86643,56.13,901.8,44.88,344.9,5.83,Weathered Regolith / Phyllite,13.1,92.8,0.345,10.19,0.88,3
25.82148,91.92238,40.43,446.2,34.51,23.0,8.16,Weathered Regolith / Phyllite,48.0,117.8,0.458,13.78,1.037,3
25.66223,91.85263,47.73,621.7,41.93,278.5,8.75,Weathered Regolith / Phyllite,0.7,93.5,0.414,11.44,0.905,3
25.75115,91.89333,53.5,792.3,37.38,111.5,7.91,Colluvial Debris,3.0,113.3,0.44,13.2,0.967,3
25.81898,91.86662,60.79,1168.1,33.84,14.1,9.0,Weathered Regolith / Phyllite,30.3,104.6,0.378,12.71,1.091,2
25.78585,91.90536,61.99,1220.2,38.74,267.3,8.6,Weathered Regolith / Phyllite,9.6,118.2,0.389,14.0,0.909,3
25.88125,91.85125,69.86,1392.9,45.18,119.1,5.98,Weathered Regolith / Phyllite,84.7,150.8,0.538,16.41,0.701,3
25.82785,91.84491,48.63,630.1,35.11,260.0,6.99,Colluvial Debris,122.8,172.7,0.593,19.15,0.858,3
25.69399,91.93937,56.15,916.4,43.34,254.8,8.02,Weathered Regolith / Phyllite,15.7,78.5,0.397,9.55,0.928,3
25.66905,91.83323,56.0,932.0,41.06,192.5,7.56,Shillong Quartzite,31.7,106.9,0.404,12.38,0.898,3
25.82345,91.88577,52.17,902.5,30.03,279.9,7.51,Weathered Regolith / Phyllite,40.9,135.9,0.475,15.44,1.15,3
25.65716,91.84871,45.07,560.4,28.53,209.2,7.96,Colluvial Debris,18.1,144.6,0.531,16.54,1.179,2
25.80816,91.82506,69.32,1459.6,36.09,103.2,7.74,Shillong Quartzite,6.7,68.8,0.332,8.4,1.146,2
25.90386,91.82468,65.6,1324.9,30.28,264.3,9.28,Shillong Quartzite,41.6,135.4,0.455,16.1,1.119,3
25.80538,91.84278,54.95,976.1,53.51,212.1,5.86,Weathered Regolith / Phyllite,140.2,186.8,0.557,20.19,0.675,3
25.75481,91.93268,58.1,1008.4,47.21,4.6,6.85,Weathered Regolith / Phyllite,5.4,105.6,0.441,11.96,0.79,3
25.82369,91.85672,46.82,638.2,37.93,324.6,7.91,Weathered Regolith / Phyllite,28.0,101.0,0.391,11.9,0.99,2
25.77373,91.94356,56.31,962.2,38.0,196.4,8.32,Shillong Quartzite,100.9,184.7,0.565,20.95,0.727,3
25.79732,91.89561,60.85,1151.2,37.92,312.7,8.15,Colluvial Debris,99.5,186.1,0.607,21.03,0.727,3
25.9042,91.87676,55.46,989.6,46.0,317.8,8.86,Weathered Regolith / Phyllite,28.0,158.1,0.499,18.34,0.646,3
25.75425,91.89541,69.71,1526.9,40.35,160.2,8.5,Colluvial Debris,119.3,204.6,0.607,23.14,0.654,3
25.90952,91.88717,58.34,1026.3,40.13,182.8,7.88,Weathered Regolith / Phyllite,11.6,127.1,0.461,14.66,0.855,3
25.89444,91.91864,51.13,795.2,46.33,149.7,6.64,Colluvial Debris,99.3,189.4,0.578,20.78,0.646,3
25.70286,91.85672,63.16,1245.4,35.1,161.8,7.79,Weathered Regolith / Phyllite,118.0,210.3,0.699,23.46,0.73,3
25.66873,91.8659,45.11,603.5,27.53,322.3,8.71,Weathered Regolith / Phyllite,1.2,90.9,0.401,11.14,1.41,1
25.67721,91.93623,51.54,872.3,47.62,283.7,8.37,Shillong Quartzite,0.9,95.4,0.395,11.49,0.797,3
25.65492,91.94304,50.41,760.0,43.99,45.5,9.05,Granite Gneiss,17.5,109.2,0.476,13.22,0.813,3
25.6755,91.93603,52.95,837.5,44.01,219.7,7.87,Granite Gneiss,114.9,190.3,0.602,21.37,0.646,3
25.83441,91.87453,63.45,1275.9,46.32,358.5,7.59,Shillong Quartzite,20.1,53.3,0.341,6.7,0.952,3
25.66922,91.92145,54.53,920.5,45.63,214.4,5.48,Shillong Quartzite,11.1,91.1,0.341,9.87,0.876,3
25.73612,91.88192,63.82,1255.3,35.45,282.9,6.3,Weathered Regolith / Phyllite,11.4,109.8,0.396,12.18,1.054,2
25.87812,91.88468,57.29,1002.4,30.11,276.9,6.98,Weathered Regolith / Phyllite,28.3,122.7,0.412,13.83,1.198,2
25.65628,91.84661,50.26,796.3,47.78,126.1,5.73,Weathered Regolith / Phyllite,5.0,62.8,0.338,6.97,0.921,3
25.86991,91.89685,64.3,1215.9,40.03,133.9,7.47,Shillong Quartzite,40.7,110.6,0.362,12.74,0.912,3
25.7261,91.8442,47.15,631.9,26.04,260.7,7.83,Shillong Quartzite,100.9,150.9,0.525,17.16,1.28,1
25.6819,91.8631,46.73,529.7,43.74,180.0,7.96,Granite Gneiss,69.0,171.2,0.537,19.38,0.646,3
25.83812,91.93115,55.14,904.6,31.37,205.4,8.15,Granite Gneiss,12.7,76.4,0.353,9.38,1.287,1
25.81981,91.84692,47.83,711.2,36.53,256.6,8.11,Weathered Regolith / Phyllite,113.6,219.4,0.662,24.0,0.676,3
25.88692,91.82925,40.27,411.4,38.02,279.9,7.74,Granite Gneiss,24.0,123.7,0.474,14.24,0.92,3
25.84847,91.82897,59.45,1043.8,41.53,97.7,7.04,Weathered Regolith / Phyllite,101.6,174.5,0.653,19.36,0.691,3
25.86694,91.9423,55.33,993.8,51.65,52.8,8.73,Granite Gneiss,123.1,235.3,0.778,24.0,0.663,3
25.72615,91.8859,53.37,873.3,29.85,105.0,6.61,Weathered Regolith / Phyllite,36.5,87.4,0.405,9.93,1.336,1
25.69791,91.87322,69.01,1483.1,44.13,182.7,8.91,Granite Gneiss,47.5,112.5,0.414,13.52,0.801,3
25.85267,91.92541,57.14,1034.0,39.15,123.2,7.24,Shillong Quartzite,1.5,64.7,0.33,7.77,1.076,2
25.86785,91.92866,65.9,1314.1,35.98,204.6,7.92,Weathered Regolith / Phyllite,128.1,183.6,0.568,20.67,0.788,3
25.91744,91.86318,44.18,619.8,45.0,19.2,6.19,Shillong Quartzite,45.3,120.3,0.415,13.26,0.792,3
25.76141,91.91017,57.08,982.7,42.35,183.5,6.04,Weathered Regolith / Phyllite,23.1,81.4,0.281,9.07,0.963,3
25.75044,91.92025,66.04,1267.6,34.35,132.5,7.76,Weathered Regolith / Phyllite,1.8,122.8,0.441,14.15,1.031,3
25.85963,91.9051,57.49,1076.2,45.07,192.5,8.18,Shillong Quartzite,33.1,147.6,0.516,16.95,0.688,3
25.74202,91.83971,61.54,1178.1,41.2,152.1,7.03,Granite Gneiss,1.8,68.2,0.355,8.06,1.017,2
25.9013,91.93386,51.16,846.4,48.35,102.3,7.61,Weathered Regolith / Phyllite,47.6,119.3,0.447,13.72,0.722,3
25.88177,91.89008,42.77,532.3,43.98,325.5,6.96,Weathered Regolith / Phyllite,142.0,263.1,0.731,24.0,0.646,3
25.76583,91.85672,53.74,946.5,44.25,66.5,7.29,Shillong Quartzite,4.1,91.4,0.361,10.63,0.88,3
25.85274,91.87528,51.83,793.7,38.35,245.3,8.95,Shillong Quartzite,9.0,82.1,0.398,10.3,1.025,2
25.85373,91.82488,66.01,1302.9,50.09,332.9,8.35,Weathered Regolith / Phyllite,157.2,234.9,0.628,24.0,0.656,3
25.67784,91.83662,47.32,648.2,40.63,193.9,7.76,Colluvial Debris,104.9,236.4,0.68,24.0,0.653,3
25.89369,91.91952,69.0,1407.6,27.81,315.5,7.42,Shillong Quartzite,74.7,155.4,0.523,17.48,1.181,2
25.78642,91.82,68.74,1343.4,40.43,44.9,6.76,Weathered Regolith / Phyllite,4.3,87.8,0.357,10.04,0.979,3
25.87314,91.87415,47.43,666.6,44.26,177.8,9.0,Weathered Regolith / Phyllite,12.9,97.7,0.334,11.98,0.842,3
25.73641,91.88793,50.44,797.1,38.53,164.5,6.87,Shillong Quartzite,50.7,112.4,0.465,12.69,0.951,3
25.89179,91.8271,66.87,1313.1,35.64,2.9,8.71,Shillong Quartzite,126.5,173.0,0.607,19.87,0.822,3
25.75508,91.9465,69.0,1378.4,40.9,159.6,7.35,Weathered Regolith / Phyllite,141.1,202.2,0.585,22.42,0.652,3
25.65293,91.8494,53.3,860.2,28.52,132.9,9.9,Colluvial Debris,23.1,118.3,0.312,14.53,1.246,2
25.89445,91.85955,49.63,768.4,46.51,241.1,7.15,Weathered Regolith / Phyllite,8.5,59.4,0.391,7.18,0.936,3
25.67465,91.85951,55.78,909.4,42.12,337.8,7.26,Shillong Quartzite,14.4,138.7,0.469,15.64,0.783,3
25.73621,91.84995,60.63,1215.6,52.11,30.9,7.66,Weathered Regolith / Phyllite,11.3,84.9,0.328,10.09,0.774,3
25.90652,91.82019,48.2,635.2,46.5,117.9,8.98,Colluvial Debris,45.7,149.2,0.504,17.44,0.648,3
25.90666,91.91481,62.09,1150.5,38.44,159.9,9.4,Granite Gneiss,72.3,164.6,0.555,19.24,0.766,3
25.80483,91.94569,41.55,499.6,36.03,163.9,8.41,Weathered Regolith / Phyllite,39.9,85.5,0.343,10.45,1.087,2
25.8206,91.84916,41.48,490.5,46.44,278.9,8.17,Colluvial Debris,16.2,170.6,0.561,19.4,0.646,3
25.77108,91.9062,51.59,840.8,46.51,159.6,7.68,Weathered Regolith / Phyllite,19.7,132.5,0.467,15.15,0.712,3
25.72917,91.91645,50.6,743.7,34.13,9.8,8.61,Shillong Quartzite,3.7,80.0,0.329,9.95,1.165,2
25.73874,91.9303,49.47,711.6,35.52,255.6,8.88,Granite Gneiss,38.5,147.0,0.438,17.17,0.905,3
25.83158,91.87494,54.73,881.3,50.03,318.5,7.35,Granite Gneiss,25.4,116.5,0.49,13.32,0.708,3
25.85314,91.85938,49.62,724.0,43.02,185.0,7.94,Colluvial Debris,65.2,157.5,0.549,17.91,0.701,3
25.86373,91.86229,45.77,617.2,40.16,209.2,7.83,Colluvial Debris,6.3,126.6,0.428,14.58,0.857,3
25.8632,91.91264,49.28,690.5,41.15,58.7,7.86,Colluvial Debris,39.9,160.7,0.55,18.22,0.731,3
25.67463,91.92618,69.25,1353.7,48.38,79.4,8.53,Weathered Regolith / Phyllite,101.0,244.3,0.683,24.0,0.65,3
25.78349,91.84361,52.33,878.4,39.02,84.7,7.38,Weathered Regolith / Phyllite,8.7,88.8,0.374,10.39,1.005,2
25.66554,91.86822,53.34,859.7,41.29,155.1,6.79,Shillong Quartzite,30.8,90.2,0.402,10.3,0.952,3
25.79837,91.93725,57.3,1035.3,36.44,334.1,7.76,Granite Gneiss,72.3,138.0,0.502,15.77,0.919,3
25.76921,91.92487,69.5,1420.1,33.9,187.8,7.06,Shillong Quartzite,70.2,167.8,0.533,18.66,0.91,3
25.88968,91.94803,47.25,675.4,39.83,69.2,7.74,Weathered Regolith / Phyllite,35.6,177.1,0.602,19.92,0.713,3
25.74475,91.91805,60.44,1208.4,53.82,95.8,8.39,Granite Gneiss,1.4,70.6,0.336,8.86,0.792,3
25.68161,91.87112,61.48,1106.1,42.95,138.2,7.94,Colluvial Debris,57.6,125.5,0.435,14.5,0.797,3
